Molecule name: ch3oh_a
Physical parameters at a given cloud nb: 86
velocity gradient   -2.6078e-11 cm/s/cm
cloud height        1.0824e+17 cm
turb velocity       5.0000e+04 cm/s
gas temperature     2.6066e+02 K
h concentration     1.2819e+02 cm-3
h2 concentration    3.6226e+04 cm-3
molecule concentr   3.7502e-02 cm-3
nb of mol levels    768

Dust:
name            2_comp_model
dust mass per H 2.2583e-26
temperature (K) 1.2460e+01      

External radiation field:
No

The number of transitions	16
v, j, k1, k2, sym inv (upper) -> v, j, k1, k2, sym inv (lower)

0    1    -1   0    0     -> 0    1    1    0    0    8.3428554e+08  

mean inv       4.900e-04
mean gain      1.371e-18 cm-1
optical depth  1.484e-01
mean lum       0.000e+00 ph/cm3/s
At fixed layer:
exc temp       -1.261e-01 K
loss rate      0.000e+00 s-1
satur tau      0.000e+00

relative depth   inversion    gain         luminosity   
5.861e-01        1.114e-03    3.051e-18    0.000e+00    
5.909e-01        1.103e-03    2.958e-18    0.000e+00    
5.958e-01        1.091e-03    2.859e-18    0.000e+00    
6.002e-01        1.083e-03    2.769e-18    0.000e+00    
6.048e-01        1.073e-03    2.689e-18    0.000e+00    
6.099e-01        1.063e-03    2.591e-18    0.000e+00    
6.143e-01        1.056e-03    2.508e-18    0.000e+00    
6.190e-01        1.048e-03    2.437e-18    0.000e+00    
6.242e-01        1.037e-03    2.335e-18    0.000e+00    
6.288e-01        1.031e-03    2.259e-18    0.000e+00    
6.341e-01        1.023e-03    2.183e-18    0.000e+00    
6.393e-01        1.013e-03    2.082e-18    0.000e+00    
6.442e-01        1.008e-03    2.018e-18    0.000e+00    
6.496e-01        1.001e-03    1.936e-18    0.000e+00    
6.543e-01        9.921e-04    1.852e-18    0.000e+00    
6.588e-01        9.852e-04    1.791e-18    0.000e+00    
6.647e-01        9.798e-04    1.721e-18    0.000e+00    
6.700e-01        9.704e-04    1.629e-18    0.000e+00    
6.742e-01        9.647e-04    1.574e-18    0.000e+00    
6.785e-01        9.615e-04    1.521e-18    0.000e+00    
6.830e-01        9.566e-04    1.466e-18    0.000e+00    
6.875e-01        9.517e-04    1.410e-18    0.000e+00    
6.923e-01        9.463e-04    1.355e-18    0.000e+00    
6.972e-01        9.437e-04    1.303e-18    0.000e+00    
7.024e-01        9.392e-04    1.247e-18    0.000e+00    
7.079e-01        9.344e-04    1.191e-18    0.000e+00    
7.137e-01        9.291e-04    1.130e-18    0.000e+00    
7.201e-01        9.276e-04    1.078e-18    0.000e+00    
7.266e-01        9.231e-04    1.011e-18    0.000e+00    
7.326e-01        9.196e-04    9.591e-19    0.000e+00    
7.387e-01        9.192e-04    9.105e-19    0.000e+00    
7.450e-01        9.166e-04    8.607e-19    0.000e+00    
7.516e-01        9.138e-04    8.100e-19    0.000e+00    
7.583e-01        9.140e-04    7.637e-19    0.000e+00    
7.654e-01        9.123e-04    7.161e-19    0.000e+00    
7.722e-01        9.103e-04    6.678e-19    0.000e+00    
7.794e-01        9.110e-04    6.305e-19    0.000e+00    
7.879e-01        9.099e-04    5.822e-19    0.000e+00    
7.967e-01        9.089e-04    5.341e-19    0.000e+00    
8.056e-01        9.104e-04    4.898e-19    0.000e+00    
8.146e-01        9.095e-04    4.471e-19    0.000e+00    
8.238e-01        9.091e-04    4.078e-19    0.000e+00    
8.338e-01        9.109e-04    3.695e-19    0.000e+00    
8.442e-01        9.099e-04    3.312e-19    0.000e+00    
8.531e-01        9.089e-04    2.950e-19    0.000e+00    
8.609e-01        9.092e-04    2.731e-19    0.000e+00    
8.701e-01        9.084e-04    2.487e-19    0.000e+00    
8.807e-01        9.060e-04    2.223e-19    0.000e+00    
8.933e-01        9.035e-04    1.950e-19    0.000e+00    
9.082e-01        8.980e-04    1.660e-19    0.000e+00    
9.259e-01        8.902e-04    1.373e-19    0.000e+00    
9.460e-01        8.755e-04    1.086e-19    0.000e+00    
9.685e-01        8.572e-04    8.445e-20    0.000e+00    
1.006e+00        8.322e-04    6.315e-20    0.000e+00    

0    5    1    0    0     -> 0    6    0    0    0    6.6684716e+09  

mean inv       -2.918e-03
mean gain      -3.827e-17 cm-1
optical depth  0.000e+00
mean lum       0.000e+00 ph/cm3/s
At fixed layer:
exc temp       0.000e+00 K
loss rate      0.000e+00 s-1
satur tau      0.000e+00

relative depth   inversion    gain         luminosity   
0.000e+00        -5.884e-04   -2.602e-21   0.000e+00    
2.097e-02        -5.688e-04   -2.514e-21   0.000e+00    
4.360e-02        -5.360e-04   -2.370e-21   0.000e+00    
7.662e-02        -4.914e-04   -2.173e-21   0.000e+00    
9.685e-02        -4.614e-04   -2.045e-21   0.000e+00    
1.022e-01        -4.585e-04   -2.033e-21   0.000e+00    
1.092e-01        -4.554e-04   -2.021e-21   0.000e+00    
1.161e-01        -4.514e-04   -2.006e-21   0.000e+00    
1.215e-01        -4.492e-04   -1.999e-21   0.000e+00    
1.271e-01        -4.473e-04   -1.994e-21   0.000e+00    
1.317e-01        -4.457e-04   -1.991e-21   0.000e+00    
1.354e-01        -4.450e-04   -1.991e-21   0.000e+00    
1.396e-01        -4.444e-04   -1.992e-21   0.000e+00    
1.437e-01        -4.440e-04   -1.995e-21   0.000e+00    
1.477e-01        -4.441e-04   -1.999e-21   0.000e+00    
1.518e-01        -4.445e-04   -2.006e-21   0.000e+00    
1.558e-01        -4.455e-04   -2.017e-21   0.000e+00    
1.598e-01        -4.471e-04   -2.030e-21   0.000e+00    
1.641e-01        -4.494e-04   -2.047e-21   0.000e+00    
1.685e-01        -4.535e-04   -2.075e-21   0.000e+00    
1.729e-01        -4.585e-04   -2.105e-21   0.000e+00    
1.781e-01        -4.668e-04   -2.155e-21   0.000e+00    
1.835e-01        -4.807e-04   -2.231e-21   0.000e+00    
1.882e-01        -5.012e-04   -2.339e-21   0.000e+00    
1.925e-01        -5.236e-04   -2.453e-21   0.000e+00    
1.970e-01        -5.567e-04   -2.618e-21   0.000e+00    
2.014e-01        -6.057e-04   -2.855e-21   0.000e+00    
2.061e-01        -6.731e-04   -3.176e-21   0.000e+00    
2.106e-01        -7.840e-04   -3.689e-21   0.000e+00    
